City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Turbat,26.0023,63.044,88.84,11,1,9.17,PK,1613897082
Dudinka,69.4058,86.1778,-29.65,83,63,4.36,RU,1613897082
Paamiut,61.994,-49.6678,5.86,90,59,8.95,GL,1613897083
Sosnovo,60.5514,30.2144,25.0,97,100,10.98,RU,1613897084
Peace River,56.2501,-117.286,30.99,69,20,19.57,CA,1613897084
Provideniya,64.3833,-173.3,-11.63,83,20,4.9,RU,1613897085
Aykino,62.2248,49.9922,-15.92,86,46,4.59,RU,1613897085
Narsaq,60.9167,-46.05,19.4,63,90,3.44,GL,1613897086
Poum,-20.2333,164.0167,83.53,75,98,4.59,NC,1613897087
La Ronge,55.1001,-105.2842,26.6,59,1,4.61,CA,1613897087
Boa Esperança,-21.09,-45.5658,63.99,94,12,4.63,BR,1613897088
Grand Gaube,-20.0064,57.6608,84.99,68,2,11.01,MU,1613897088
Codrington,-38.2667,141.9667,61.56,73,9,10.63,AU,1613897089
Ugoofaaru,5.6667,73.0,82.69,73,49,10.18,MV,1613897090
Kattivākkam,13.2167,80.3167,82.4,61,75,13.8,IN,1613897091
Makkah al Mukarramah,21.4267,39.8261,76.17,35,0,7.65,SA,1613897035
Urubichá,-15.3833,-62.95,70.65,96,100,1.14,BO,1613897092
Comodoro Rivadavia,-45.8667,-67.5,60.8,48,0,6.91,AR,1613897092
Florø,61.5996,5.0328,46.4,81,90,33.38,NO,1613897093
Nguruka,-5.1092,31.0419,77.5,72,100,2.53,TZ,1613897093
Camopi,3.1655,-52.3158,69.89,98,59,1.86,GF,1613897094
Coquimbo,-29.9533,-71.3436,59.0,88,90,3.44,CL,1613897094
Grindavik,63.8424,-22.4338,35.6,87,0,9.22,IS,1613897095
Haines Junction,60.7522,-137.5108,1.4,85,100,2.04,CA,1613897096
Laas,46.6166,10.7002,42.01,70,75,3.44,IT,1613897096
Monte Patria,-30.6919,-70.9467,56.79,66,0,1.07,CL,1613897097
Kiryat Gat,31.61,34.7642,60.01,43,10,5.91,IL,1613897097
Takoradze,4.8845,-1.7554,82.9,73,24,4.65,GH,1613896933
Torbay,47.6666,-52.7314,24.01,79,90,18.41,CA,1613897098
Pevek,69.7008,170.3133,-16.67,89,100,4.65,RU,1613897099
Caçapava do Sul,-30.5122,-53.4914,59.27,100,1,3.04,BR,1613897100
Beringovskiy,63.05,179.3167,-17.64,82,8,11.21,RU,1613897100
La Santisima Trinidad,-14.8333,-64.9,72.18,98,100,1.97,BO,1613897101
Mamali,6.7767,124.645,83.93,71,97,3.36,PH,1613897101
Ondjiva,-17.0667,15.7333,68.0,94,75,3.44,AO,1613897102
Okha,53.5739,142.9478,3.69,90,100,19.06,RU,1613897103
Tandaltī,13.0167,31.8667,79.45,15,3,14.65,SD,1613897104
Kaniama,-7.5667,24.1833,67.62,98,100,2.93,CD,1613897104
Opuwo,-18.0607,13.84,72.25,53,100,6.02,NA,1613897105
Concepción del Oro,24.6333,-101.4167,45.81,51,0,2.71,MX,1613897105
Sinnamary,5.3833,-52.95,76.32,85,93,10.89,GF,1613897106
Guerrero Negro,27.9769,-114.0611,56.62,78,97,9.42,MX,1613897106
Suihua,46.6406,126.9969,15.48,95,100,4.07,CN,1613897050
Port Blair,11.6667,92.75,81.9,65,99,16.87,IN,1613897107
Millington,35.3415,-89.8973,33.01,74,1,6.55,US,1613897108
Mocuba,-16.8392,36.9856,93.4,55,6,2.86,MZ,1613897108
Shaowu,27.3409,117.4831,71.53,55,14,1.68,CN,1613897109
Madimba,-10.4,40.3333,83.23,75,100,5.1,TZ,1613897109
Pangody,65.85,74.4859,-27.81,84,85,5.53,RU,1613897111
Buluang,13.3068,123.3425,74.84,93,100,8.93,PH,1613897111
San Miguel de Tucumán,-26.8241,-65.2226,66.2,94,90,3.44,AR,1613897112
Diapaga,12.0708,1.7889,79.43,14,54,13.31,BF,1613897112
Lavrentiya,65.5833,-171.0,-16.96,82,0,8.9,RU,1613897113
Ebeltoft,56.1944,10.6821,41.0,93,20,4.61,DK,1613897114
Sárvár,47.2539,16.9352,42.8,81,34,9.22,HU,1613897114
Mandalgovi,45.7625,106.2708,20.28,90,100,12.8,MN,1613897115
Bandarbeyla,9.4942,50.8122,78.55,58,78,14.12,SO,1613897115
Suntar,62.1444,117.6319,-17.55,87,100,3.33,RU,1613897116
Thinadhoo,0.5333,72.9333,82.74,72,88,14.18,MV,1613897118
Chokurdakh,70.6333,147.9167,-33.16,83,76,5.35,RU,1613897118
Damnoen Saduak,13.5182,99.9547,91.99,40,99,1.01,TH,1613897119
Kemerovo,55.3333,86.0833,5.0,61,0,11.18,RU,1613897106
Nioaque,-21.1353,-55.83,65.75,79,0,2.01,BR,1613897120
Vammala,61.3333,22.9,35.01,93,90,5.75,FI,1613897121
Lajas,18.05,-67.0593,73.0,88,0,1.01,PR,1613897122
Pavlodar,52.3,76.95,10.4,67,20,22.37,KZ,1613897122
Ballymena,54.8636,-6.2763,46.0,87,0,10.36,GB,1613897123
Kremenchuk,49.0973,33.4197,31.75,99,99,9.4,UA,1613897123
Ilebo,-4.3167,20.5833,81.16,64,100,1.36,CD,1613897124
Bowmore,34.9421,-79.3031,30.2,69,1,5.75,US,1613897125
Kitimat,54.0524,-128.6534,36.0,95,100,1.99,CA,1613897126
Namatanai,-3.6667,152.4333,82.22,77,90,6.44,PG,1613897126
Alice Springs,-23.7,133.8833,100.4,14,0,8.05,AU,1613897127
Esil,51.9556,66.4042,-5.06,90,18,7.36,KZ,1613897127
Margate,51.3813,1.3862,51.01,70,95,4.0,GB,1613897128
Cabedelo,-6.9811,-34.8339,77.0,100,20,3.44,BR,1613897128
Jalu,29.0331,21.5482,63.03,35,0,6.64,LY,1613897129
Mindelo,16.8901,-24.9804,68.0,73,20,24.16,CV,1613897130
Valparaíso,-33.0393,-71.6273,48.2,100,20,2.3,CL,1613897131
Key West,24.5557,-81.7826,68.0,77,75,18.41,US,1613897131
Atocha,-20.9333,-66.2333,46.0,75,100,8.86,BO,1613897132
Faya,18.3851,42.4509,64.4,72,40,18.41,SA,1613897132
Nelson Bay,-32.7167,152.15,73.4,88,75,9.22,AU,1613897133
Saint-Paul,-21.0096,55.2707,86.0,58,0,23.02,RE,1613897134
Namwala,-15.7504,26.4384,71.08,91,100,2.19,ZM,1613897134
Morro Bay,35.3658,-120.8499,48.99,77,0,7.61,US,1613897135
Ambilobe,-13.2,49.05,83.5,76,100,5.91,MG,1613897135
Sandwick,60.0,-1.25,46.4,76,0,24.16,GB,1613897136
Acaponeta,22.4964,-105.3594,61.59,77,15,2.28,MX,1613897136
Mackay,-21.15,149.2,84.2,70,19,12.66,AU,1613897106
Dunedin,-45.8742,170.5036,62.01,71,0,1.01,NZ,1613896943
Liberal,37.0431,-100.921,35.6,80,1,16.11,US,1613897138
Iquique,-20.2208,-70.1431,66.2,68,0,2.3,CL,1613897138
Galesong,-5.3166,119.3661,80.6,89,20,2.3,ID,1613897139
Dingle,10.9995,122.6711,74.82,89,100,13.13,PH,1613897139
Ostrovnoy,68.0531,39.5131,-16.28,88,99,7.72,RU,1613897128
Mayna,54.1135,47.6231,-2.09,91,81,1.25,RU,1613897140
Changde,29.0464,111.6783,75.92,55,95,8.46,CN,1613897141
Linqing,36.8456,115.7117,77.18,14,0,7.14,CN,1613897142
Chebsara,59.2002,38.8356,3.2,78,75,6.71,RU,1613897142
Abancay,-13.6339,-72.8814,55.89,67,100,3.6,PE,1613897143
Gander,48.9682,-54.5906,14.0,79,90,10.36,CA,1613897143
Barcani,45.7,26.0833,41.0,98,94,5.99,RO,1613897144
Gillette,44.2911,-105.5022,23.0,79,1,12.66,US,1613897144
Half Moon Bay,37.4636,-122.4286,48.0,87,20,8.12,US,1613897145
Rome,43.2128,-75.4557,3.99,85,1,3.53,US,1613896944
Weida,50.7667,12.0667,51.01,59,0,9.26,DE,1613897146
Ürümqi,43.801,87.6005,32.0,86,75,6.71,CN,1613896938
Atbasar,51.8,68.3333,-5.03,90,13,7.65,KZ,1613897134
North Bend,43.4065,-124.2243,45.0,93,90,8.05,US,1613897147
Fomboni,-12.28,43.7425,83.95,68,100,5.46,KM,1613897148
Abadzekhskaya,44.3939,40.2214,41.5,61,0,2.37,RU,1613897149
Luby,50.2525,12.406,33.01,100,90,6.91,CZ,1613897150
Devrek,41.2192,31.9558,44.31,57,1,2.17,TR,1613897150
Chicama,-7.8447,-79.1469,69.49,79,85,5.46,PE,1613897151
Polyarny,69.1989,33.4478,-16.6,76,0,12.03,RU,1613897151
Rawa Mazowiecka,51.7644,20.2549,41.0,70,0,4.61,PL,1613897152
Piaçabuçu,-10.4056,-36.4344,75.76,83,79,5.7,BR,1613897152
Chul'man,56.8479,124.9104,-17.12,87,97,5.44,RU,1613897153
Kabarnet,0.4919,35.743,71.6,43,40,5.75,KE,1613897153
St. George's,12.0564,-61.7485,75.2,83,20,11.5,GD,1613897154
Pisco,-13.7,-76.2167,69.8,83,100,2.3,PE,1613897154
Novosergiyevka,52.0934,53.6528,-8.18,87,25,2.33,RU,1613897155
Puerto Carreño,6.189,-67.4859,78.91,55,100,13.67,CO,1613897155
Kalmunai,7.4167,81.8167,83.68,67,97,9.04,LK,1613897156
Raja,8.4596,25.678,81.86,15,100,7.29,SS,1613897156
Ouallam,14.3188,2.0866,77.54,15,27,16.04,NE,1613897157
Svarstad,59.399,9.9698,37.99,98,100,4.54,NO,1613897158
Quatre Cocos,-20.2078,57.7625,86.0,66,40,16.11,MU,1613897158
Bonthe,7.5264,-12.505,80.1,82,63,4.05,SL,1613897160
Aracaju,-10.9111,-37.0717,75.2,88,40,3.44,BR,1613897160
Kassala,15.451,36.4,82.87,29,0,9.91,SD,1613897161
Kruisfontein,-34.0033,24.7314,73.99,48,19,11.01,ZA,1613897150
Omboué,-1.5746,9.2618,80.85,78,100,1.79,GA,1613897162
Kaabong,3.4836,34.1492,73.0,53,95,10.94,UG,1613897162
Richards Bay,-28.783,32.0377,80.91,66,56,14.25,ZA,1613897163
Eyl,7.9803,49.8164,83.43,44,100,18.05,SO,1613897164
Requena,39.4883,-1.1004,54.0,84,100,16.17,ES,1613897165
Talnakh,69.4865,88.3972,-25.98,83,91,3.6,RU,1613897165
Neuquén,-38.9516,-68.0591,64.27,31,0,8.63,AR,1613897166
Mongu,-15.2484,23.1274,72.09,82,100,9.44,ZM,1613897166
Yuncheng,35.0231,110.9928,73.31,17,0,8.28,CN,1613897077
Kirkenær,60.4564,12.0582,36.0,100,90,10.36,NO,1613897168
Malanville,11.8685,3.3899,79.34,14,19,14.14,BJ,1613897169
Cabra,37.4725,-4.4421,53.6,82,40,5.75,ES,1613897170
Matonga,-2.3833,34.0833,78.78,53,100,3.53,TZ,1613897170
Tūkrah,32.5341,20.5791,59.83,57,0,6.78,LY,1613897171
Lompoc,34.6391,-120.4579,51.8,54,1,6.91,US,1613897171
Berlevåg,70.8578,29.0864,13.71,90,3,27.02,NO,1613897172
Moengo,5.6167,-54.4,72.57,92,93,2.59,SR,1613897172
Lakes Entrance,-37.8811,147.981,64.99,84,45,1.99,AU,1613897174
Ilulissat,69.2167,-51.1,1.4,71,75,10.36,GL,1613897174
Ranau,5.9538,116.6641,82.4,65,20,6.91,MY,1613897175
Okhotsk,59.3833,143.3,8.92,89,100,8.01,RU,1613897132
Karpathos,35.507,27.2132,51.8,87,40,14.97,GR,1613897176
Faanui,-16.4833,-151.75,82.22,70,3,7.78,PF,1613897162
Vardø,70.3705,31.1107,13.73,95,76,27.0,NO,1613897116
Pocatello,42.8713,-112.4455,24.8,80,75,11.5,US,1613897178
Guia Lopes da Laguna,-21.4578,-56.1142,65.37,80,6,1.36,BR,1613897179
San Quintín,30.4833,-115.95,55.04,79,0,0.83,MX,1613897180
Kizilskoye,52.7255,58.8937,-4.09,87,44,2.53,RU,1613897181
Shahrud,36.4182,54.9763,45.16,53,0,5.95,IR,1613897181
Ust-Tsilma,65.441,52.1498,-30.1,82,53,5.41,RU,1613897182
Union,40.6334,-74.2663,24.8,63,1,6.91,US,1613897182
Am Timan,11.0297,20.2827,85.35,13,100,9.13,TD,1613897183
Shimoda,34.6667,138.95,55.99,50,0,3.0,JP,1613897183
Sémbé,1.6481,14.5806,90.41,45,44,2.39,CG,1613897184
Ust-Kuyga,70.0167,135.6,-36.0,80,1,4.34,RU,1613897185
Arrondissement de Vire,48.9167,-0.8333,51.8,76,0,8.05,FR,1613897185
Milicz,51.5277,17.2714,48.99,81,56,8.14,PL,1613897186
Lázaro Cárdenas,17.9583,-102.2,67.66,76,0,5.14,MX,1613897186
Shache,38.4167,77.2406,58.84,28,0,7.11,CN,1613897143
Norwich,52.6278,1.2983,50.0,87,0,4.61,GB,1613897187
Hearst,49.6835,-83.6665,6.8,85,0,4.61,CA,1613897188
Cap-aux-Meules,47.3821,-61.8597,23.0,68,99,18.41,CA,1613897188
Genhe,50.7833,121.5167,7.14,93,100,3.94,CN,1613897189
Vysokogornyy,50.1167,139.15,2.14,92,96,3.98,RU,1613897189
Healdsburg,38.6105,-122.8692,46.0,81,1,8.05,US,1613897190
Esso,55.9333,158.7,7.21,89,81,2.73,RU,1613897190
Grimstad,58.3405,8.5934,39.99,100,75,2.3,NO,1613897191
Fukuechō,32.6881,128.8419,62.6,72,40,17.27,JP,1613897140
Jonesboro,35.8423,-90.7043,21.2,79,1,4.76,US,1613897192
San-Pédro,4.7485,-6.6363,79.95,83,48,3.91,CI,1613897193
Manaure,11.7751,-72.4445,74.88,82,98,10.38,CO,1613897195
Ekibastuz,51.6667,75.3667,10.71,90,77,18.32,KZ,1613897196
Tarakan,3.3,117.6333,87.8,66,40,4.61,ID,1613897068
Pāvilosta,56.8879,21.1859,37.4,87,90,9.22,LV,1613897129
Murray Bridge,-35.1167,139.2667,66.0,63,0,16.17,AU,1613896978
Casino,-28.8667,153.05,80.6,61,100,11.5,AU,1613897198
Ulladulla,-35.35,150.4667,73.99,88,75,9.22,AU,1613897199
Voh,-20.9667,164.7,80.04,85,100,0.36,NC,1613897199
Abu Samrah,35.3029,37.1841,46.63,52,100,13.73,SY,1613897200
Esperance,-33.8667,121.9,71.6,56,2,19.57,AU,1613897132
Kargopol',61.5071,38.9456,-8.55,89,93,5.17,RU,1613897201
Port Lincoln,-34.7333,135.8667,64.99,67,22,14.54,AU,1613896905
Flinders,-34.5833,150.8552,73.99,86,0,5.01,AU,1613897202
Yuci,37.6803,112.7319,71.6,8,0,4.47,CN,1613897203
Zar,40.2588,44.732,33.8,69,40,1.14,AM,1613897203
Houlton,46.1262,-67.8403,12.0,85,20,7.11,US,1613897204
Rogovatoye,51.23,38.3818,22.37,98,100,7.11,RU,1613897204
Kūhdasht,33.535,47.6061,51.8,37,20,5.35,IR,1613897205
Ende,-8.8432,121.6623,82.29,74,100,9.51,ID,1613897205
Zaysan,47.4667,84.8667,16.56,96,93,2.73,KZ,1613897142
Alofi,-19.0595,-169.9187,78.8,73,100,11.5,NU,1613897171
La Libertad,-2.2333,-80.9,74.48,84,57,8.39,EC,1613897207
Akhmīm,26.5622,31.745,59.0,41,0,11.5,EG,1613897207
Arrondissement de Toul,48.6667,5.9167,55.4,54,0,16.11,FR,1613897208
Piteå,65.3172,21.4794,6.8,85,90,8.05,SE,1613897208
Kavaratti,10.5669,72.642,80.6,63,8,4.68,IN,1613897209
Tabuk,17.4189,121.4443,74.64,71,88,3.78,PH,1613897210
Sainte-Rose,16.3324,-61.6979,74.08,77,6,13.06,GP,1613897211
Prince Albert,53.2001,-105.7677,17.6,67,75,8.05,CA,1613897211
Narón,43.5167,-8.1528,48.0,100,40,5.75,ES,1613897212
Algarrobo,10.1869,-74.5753,75.87,76,10,4.63,CO,1613897212
Águilas,37.4063,-1.5829,57.0,72,100,4.0,ES,1613897213
Culpeper,38.5004,-77.9664,19.0,79,1,3.0,US,1613897213
Zhangjiakou,40.81,114.8794,55.45,37,0,13.11,CN,1613897143
Örnsköldsvik,63.2909,18.7153,15.8,92,90,10.36,SE,1613897214
Fort Nelson,58.8053,-122.7002,14.0,79,75,6.91,CA,1613897156
Inuvik,68.3499,-133.7218,-20.2,76,98,3.44,CA,1613897216
Saint-François,46.4154,3.9054,55.4,50,0,18.41,FR,1613897216
Lata,40.1629,-8.3327,48.0,94,100,3.65,PT,1613897217
Sambava,-14.2667,50.1667,82.31,69,100,10.0,MG,1613897217
Oulainen,64.2667,24.8,7.0,89,92,5.01,FI,1613897218
Kelo,9.3086,15.8066,85.08,12,1,5.26,TD,1613897218
Sarkand,45.41,79.9186,31.68,96,100,3.6,KZ,1613897219
Changping,40.2186,116.2197,75.2,8,0,20.13,CN,1613897219
Arroyo de la Encomienda,41.6096,-4.7969,52.0,66,20,13.8,ES,1613897220
Warmbad,-28.45,18.7333,69.1,31,10,7.38,NA,1613897149
Petropavlovsk-Kamchatskiy,53.0452,158.6483,26.6,74,75,4.47,RU,1613897133
Preobrazheniye,42.9019,133.9064,24.76,88,98,1.54,RU,1613897133
Sayyan,15.1718,44.3244,65.89,38,0,6.06,YE,1613897222
Warwick,41.7001,-71.4162,24.01,58,1,11.5,US,1613897222
Gilgit,35.9221,74.3087,53.94,40,99,1.25,PK,1613897223
Jiazi,22.8779,116.067,69.33,61,0,5.53,CN,1613897223
Komárno,47.7636,18.1226,39.0,100,90,16.11,SK,1613897224
Moree,-29.4667,149.85,91.4,22,0,16.11,AU,1613897163
Sungai Raya,0.7,108.9,82.67,73,44,14.0,ID,1613897225
Belmonte,-15.8631,-38.8828,73.4,88,40,4.61,BR,1613897226
Korem,12.5058,39.5228,59.31,80,30,7.56,ET,1613897226
Tucuruí,-3.7661,-49.6725,72.59,94,99,1.95,BR,1613897227
Mumbai,19.0144,72.8479,93.2,27,20,8.05,IN,1613897110
Russell,32.3502,-85.1999,41.0,80,1,3.94,US,1613897228
Humaitá,-7.5061,-63.0208,70.54,97,100,0.89,BR,1613897228
Buala,-8.145,159.5921,78.8,86,100,8.48,SB,1613897229
Yangi Marg`ilon,40.4272,71.7189,46.4,81,75,6.91,UZ,1613897229
Batagay-Alyta,67.8006,130.4114,-28.5,81,0,0.67,RU,1613897230
Salalah,17.0151,54.0924,80.6,41,0,8.05,OM,1613897137
Ridgecrest,35.6225,-117.6709,48.0,29,1,16.11,US,1613897232
Atar,20.5169,-13.0499,68.74,22,0,9.98,MR,1613897147
Changtu,42.7788,124.0955,34.12,85,0,10.78,CN,1613897233
Paidha,2.4167,30.9855,82.9,21,91,9.31,UG,1613897234
Empório,40.4833,21.55,46.0,99,26,1.99,GR,1613897234
Yanam,16.7333,82.2167,86.0,48,75,12.66,IN,1613897235
Biak,-0.9131,122.8766,82.54,70,30,2.37,ID,1613897236
Goderich,43.7501,-81.7165,14.0,85,41,9.22,CA,1613897152
Payson,40.0444,-111.7321,30.99,86,1,8.05,US,1613897237
Paraíso,9.8383,-83.8656,64.0,84,77,5.99,CR,1613897238
São João da Barra,-21.6403,-41.0511,73.65,92,8,3.74,BR,1613897239
Tilichiki,60.4667,166.1,-6.29,88,100,8.68,RU,1613897129
Atambua,-9.1061,124.8925,77.9,88,100,6.35,ID,1613897164
Bom Jesus,-9.0744,-44.3586,70.95,93,96,1.54,BR,1613897241
Verkhotur'ye,58.8627,60.8054,-5.94,87,100,2.98,RU,1613897130
Waldkirchen,48.7327,13.6008,41.0,70,0,1.3,DE,1613897243
Ningxiang,37.34,111.2052,53.74,35,0,5.37,CN,1613897243
Trairi,-3.2778,-39.2689,74.98,91,56,6.89,BR,1613897244
Vestmannaeyjar,63.4427,-20.2734,38.43,74,100,25.05,IS,1613897244
Departamento de Maldonado,-34.6667,-54.9167,57.99,82,0,4.61,UY,1613897246
Tadine,-21.55,167.8833,79.36,85,100,16.2,NC,1613897246
Westport,41.1415,-73.3579,23.0,58,1,5.75,US,1613897247
Miastko,54.0028,16.9826,37.0,89,100,4.0,PL,1613897247
Sterling,39.0062,-77.4286,21.99,63,1,5.75,US,1613897248
Hambantota,6.1241,81.1185,91.4,55,40,10.36,LK,1613897248
Sorong,-0.8833,131.25,81.79,74,100,4.68,ID,1613897164
Östersund,63.1792,14.6357,33.01,100,90,23.02,SE,1613897249
Krasnaya Gora,52.9995,31.6023,33.8,93,75,11.18,RU,1613897250
Sawtell,-30.3833,153.1,70.0,94,75,17.27,AU,1613897250
Brigantine,39.4101,-74.3646,25.0,58,1,11.5,US,1613897251
São Raimundo das Mangabeiras,-7.0219,-45.4811,73.09,85,97,2.17,BR,1613897252
Bathsheba,13.2167,-59.5167,75.2,78,75,13.8,BB,1613897253
Lębork,54.5392,17.7501,44.6,57,0,6.91,PL,1613897254
Lahad Datu,5.0268,118.327,83.43,64,36,7.72,MY,1613897246
Touros,-5.1989,-35.4608,77.0,83,40,4.61,BR,1613897255
Plettenberg Bay,-34.0527,23.3716,70.32,57,0,18.1,ZA,1613897255
Kyotera,-0.6156,31.5175,86.34,32,21,3.29,UG,1613897257
Calabaca,14.3001,122.4336,74.89,90,100,16.51,PH,1613897257
Manggar,-2.8833,108.2667,83.46,70,100,13.78,ID,1613897258
Novy Urengoy,66.0833,76.6333,-30.44,83,78,4.03,RU,1613897258
Māchalpur,24.1333,76.3,87.94,12,15,2.17,IN,1613897089
Kavieng,-2.5744,150.7967,82.8,78,82,7.85,PG,1613897259
Champerico,14.3,-91.9167,64.99,95,0,6.24,GT,1613897260
Dukat,62.55,155.55,-30.86,82,98,3.8,RU,1613897260
Guarapari,-20.6667,-40.4975,75.2,88,75,3.44,BR,1613897262
